"question_id","module_id","phase_id","q_num","question_type","prompt_en","prompt_zh","prompt_es","option_a_en","option_a_zh","option_a_es","option_b_en","option_b_zh","option_b_es","option_c_en","option_c_zh","option_c_es","option_d_en","option_d_zh","option_d_es","correct_option","explanation_a_en","explanation_a_zh","explanation_a_es","explanation_b_en","explanation_b_zh","explanation_b_es","explanation_c_en","explanation_c_zh","explanation_c_es","explanation_d_en","explanation_d_zh","explanation_d_es","fallback_tip_en","fallback_tip_zh","fallback_tip_es","difficulty","review_status","review_notes"
"prepositions_prep_time_q06","prepositions","prep_time","6","multiple_choice_single","Her birthday is ___ May 15th.","Her birthday is ___ May 15th.","Su cumpleanos es ___ 15 de mayo.","in","in","in","on","on","on","at","at","at","by","by","by","B","","","","","","","","","","","","","specific date = on","specific date = on","fecha especifica = on","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_time_q07","prepositions","prep_time","7","multiple_choice_single","I usually wake up ___ 7 o'clock.","I usually wake up ___ 7 o'clock.","Normalmente despierto ___ las 7.","in","in","in","on","on","on","at","at","at","by","by","by","C","","","","","","","","","","","","","specific time = at","specific time = at","hora especifica = at","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_mixed_q01","prepositions","prep_mixed","1","multiple_choice_single","She lives ___ New York.","She lives ___ New York.","Ella vive ___ Nueva York.","in","in","in","on","on","on","at","at","at","to","to","to","A","","","","","","","","","","","","","city = in","city = in","ciudad = in","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_mixed_q02","prepositions","prep_mixed","2","multiple_choice_single","We will meet ___ Friday.","We will meet ___ Friday.","Nos reuniremos ___ el viernes.","in","in","in","on","on","on","at","at","at","by","by","by","B","","","","","","","","","","","","","day of week = on","day of week = on","dia de semana = on","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_mixed_q03","prepositions","prep_mixed","3","multiple_choice_single","He is standing ___ the corner.","He is standing ___ the corner.","El esta parado ___ la esquina.","in","in","in","on","on","on","at","at","at","by","by","by","C","","","","","","","","","","","","","street corner = at","street corner = at","esquina = at","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_mixed_q04","prepositions","prep_mixed","4","multiple_choice_single","The party is ___ the evening.","The party is ___ the evening.","La fiesta es ___ la tarde.","in","in","in","on","on","on","at","at","at","by","by","by","A","","","","","","","","","","","","","in the evening (fixed)","in the evening (fixed)","in the evening (fijo)","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_mixed_q05","prepositions","prep_mixed","5","multiple_choice_single","Put the flowers ___ the vase.","Put the flowers ___ the vase.","Pon las flores ___ el florero.","in","in","in","on","on","on","at","at","at","by","by","by","A","","","","","","","","","","","","","inside vase = in","inside vase = in","dentro del florero = in","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_mixed_q06","prepositions","prep_mixed","6","multiple_choice_single","See you ___ Christmas Day.","See you ___ Christmas Day.","Nos vemos ___ Navidad.","in","in","in","on","on","on","at","at","at","by","by","by","B","","","","","","","","","","","","","specific holiday = on","specific holiday = on","dia festivo = on","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_prod_q01","prepositions","prep_prod","1","multiple_choice_single","Fix: I was born in July 15th.","Fix: I was born in July 15th.","Corrige: I was born in July 15th.","on","on","on","in","in","in","at","at","at","-","-","-","A","","","","","","","","","","","","","specific date = on","specific date = on","fecha especifica = on","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_prod_q02","prepositions","prep_prod","2","multiple_choice_single","Fill: Hang the painting ___ the wall.","Fill: Hang the painting ___ the wall.","Completa: Hang the painting ___ the wall.","in","in","in","on","on","on","at","at","at","by","by","by","B","","","","","","","","","","","","","wall surface = on","wall surface = on","pared = on","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_prod_q03","prepositions","prep_prod","3","multiple_choice_single","Fix: She arrived at Monday.","Fix: She arrived at Monday.","Corrige: She arrived at Monday.","on","on","on","in","in","in","at","at","at","-","-","-","A","","","","","","","","","","","","","day of week = on","day of week = on","dia de semana = on","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_prod_q04","prepositions","prep_prod","4","multiple_choice_single","Fill: We stayed ___ a hotel.","Fill: We stayed ___ a hotel.","Completa: We stayed ___ a hotel.","in","in","in","on","on","on","at","at","at","by","by","by","C","","","","","","","","","","","","","specific place = at","specific place = at","lugar especifico = at","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_prod_q05","prepositions","prep_prod","5","multiple_choice_single","Fix: The answer is in the bottom of the page.","Fix: The answer is in the bottom of the page.","Corrige: The answer is in the bottom.","at","at","at","in","in","in","on","on","on","-","-","-","A","","","","","","","","","","","","","at the bottom","at the bottom","at the bottom","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_prod_q06","prepositions","prep_prod","6","multiple_choice_single","Fill: I will be back ___ a few minutes.","Fill: I will be back ___ a few minutes.","Completa: I will be back ___ a few minutes.","in","in","in","on","on","on","at","at","at","by","by","by","A","","","","","","","","","","","","","in + time period","in + time period","in + periodo","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
